NetlID,Lib,SynClk,SimClk,Area,Delay,Power,ErrorRate,MRE,MED,NMED,MinError,MaxError,ErrorRange,Variance,MultPrecision,MultID
0,egfet,36407016.01,36312464.0,77529172.0,36996240.0,0.004564,0.5612,0.005756,16.61,0.0,0.0,96.0,96.0,620.0,8,1
1,egfet,36407016.01,36312464.0,76338435.0,36351544.0,0.004644,0.7525,0.01345,38.21,0.0,0.0,176.0,176.0,2521.0,8,1
2,egfet,36407016.01,36312464.0,74987508.0,36396812.0,0.004805,0.873,0.01451,44.71,0.0,0.0,4092.0,4092.0,23580.0,8,1
3,egfet,36407016.01,36312464.0,73837525.0,36261136.0,0.004633,0.873,0.01471,42.98,0.0,0.0,176.0,176.0,2682.0,8,1
4,egfet,36407016.01,36312464.0,66684741.0,35589168.0,0.004204,0.8795,0.02118,44.37,0.0,0.0,144.0,144.0,1459.0,8,1
5,egfet,36407016.01,36312464.0,61916554.0,36276880.0,0.003675,0.9355,0.02005,49.99,0.0,0.0,176.0,176.0,1950.0,8,1
6,egfet,36407016.01,36312464.0,64633065.0,36241612.0,0.003823,0.9104,0.02678,51.63,0.0,0.0,204.0,204.0,1840.0,8,1
7,egfet,36407016.01,36312464.0,61099678.0,33903148.0,0.003882,0.9536,0.03342,65.47,0.0,0.0,204.0,204.0,2158.0,8,1
8,egfet,36407016.01,36312464.0,49959861.0,35790072.0,0.002814,0.9602,0.06632,151.2,0.0,0.0,428.0,428.0,12870.0,8,1
9,egfet,36407016.01,36312464.0,44284191.0,35652336.0,0.002591,0.9872,0.09777,255.5,0.0,0.0,752.0,752.0,28810.0,8,1
-1,egfet,40673916.01,40583480.0,84054086.0,40583480.0,0.004473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2
0,egfet,40673916.01,40583480.0,80178155.0,40402988.0,0.004703,0.2549,0.001253,2.039,0.0,0.0,8.0,8.0,12.16,8,2
1,egfet,40673916.01,40583480.0,78303658.0,41908404.0,0.004485,0.4593,0.01171,16.22,0.0,0.0,72.0,72.0,678.5,8,2
2,egfet,40673916.01,40583480.0,83484442.0,41009768.0,0.005031,0.3477,0.005644,17.4,0.0,0.0,128.0,128.0,1680.0,8,2
3,egfet,40673916.01,40583480.0,85372946.0,40147336.0,0.005103,0.6617,0.0149,27.22,0.0,0.0,64.0,64.0,615.0,8,2
4,egfet,40673916.01,40583480.0,85372946.0,40147336.0,0.005103,0.6617,0.0149,27.22,0.0,0.0,64.0,64.0,615.0,8,2
5,egfet,40673916.01,40583480.0,87715652.0,40604428.0,0.005256,0.8137,0.01876,32.77,0.0,0.0,72.0,72.0,681.0,8,2
6,egfet,40673916.01,40583480.0,81495626.0,44698372.0,0.004896,0.7523,0.01666,35.61,0.0,0.0,80.0,80.0,848.6,8,2
7,egfet,40673916.01,40583480.0,83940243.0,40651148.0,0.004979,0.9374,0.03599,80.14,0.0,0.0,160.0,160.0,1794.0,8,2
8,egfet,40673916.01,40583480.0,70002176.0,40276272.0,0.004005,0.9384,0.06273,140.3,0.0,0.0,648.0,648.0,13520.0,8,2
9,egfet,40673916.01,40583480.0,68657602.0,40664508.0,0.003916,1.0,0.06433,141.1,0.0,8.0,384.0,376.0,9162.0,8,2
-1,egfet,36833348.01,36277112.0,80947252.0,36277112.0,0.004671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3
0,egfet,36833348.01,36277112.0,65662044.0,36726672.0,0.003973,0.9669,0.02299,52.7,0.0,0.0,188.0,188.0,1870.0,8,3
1,egfet,36833348.01,36277112.0,60178954.0,35518972.0,0.003709,0.9512,0.03516,73.17,0.0,0.0,192.0,192.0,2561.0,8,3
2,egfet,36833348.01,36277112.0,56949874.0,36749740.0,0.003265,0.867,0.04345,95.23,0.0,0.0,256.0,256.0,4966.0,8,3
3,egfet,36833348.01,36277112.0,53261781.0,36602648.0,0.00298,0.9418,0.0461,101.0,0.0,0.0,304.0,304.0,5426.0,8,3
4,egfet,36833348.01,36277112.0,44656604.0,36503168.0,0.002412,0.9825,0.05274,109.2,0.0,0.0,364.0,364.0,6489.0,8,3
5,egfet,36833348.01,36277112.0,44904760.0,34815144.0,0.002593,0.9823,0.06591,120.9,0.0,0.0,384.0,384.0,8119.0,8,3
6,egfet,36833348.01,36277112.0,41942294.0,35822560.0,0.002238,0.9685,0.07594,136.3,0.0,0.0,416.0,416.0,9581.0,8,3
7,egfet,36833348.01,36277112.0,41325554.0,36142248.0,0.002253,0.9911,0.0768,154.8,0.0,0.0,488.0,488.0,11440.0,8,3
8,egfet,36833348.01,36277112.0,40399684.0,36583656.0,0.002158,0.9785,0.1046,183.8,0.0,0.0,608.0,608.0,17960.0,8,3
9,egfet,36833348.01,36277112.0,40399684.0,36583656.0,0.002158,0.9785,0.1046,183.8,0.0,0.0,608.0,608.0,17960.0,8,3
