NetlID,Lib,SynClk,SimClk,Area,Delay,Power,ErrorRate,MRE,MED,NMED,MinError,MaxError,ErrorRange,Variance,MultPrecision,MultID
5,egfet,36943168.01,34749392.0,3806770.0,10332910.0,0.0001617,1.0,0.3531,383.9,128.0,14.0,3836.0,3822.0,586800.0,6,2
6,egfet,36943168.01,34749392.0,3806770.0,10332910.0,0.0001617,1.0,0.5618,462.8,154.3,4.0,3774.0,3770.0,528300.0,6,2
7,egfet,36943168.01,34749392.0,1289840.0,2235340.0,9.027e-05,0.9842,1.018,995.6,331.9,0.0,4026.0,4026.0,1698000.0,6,2
8,egfet,36943168.01,34749392.0,1061420.0,2235340.0,8.019e-05,1.0,0.8343,955.7,318.6,12.0,3786.0,3774.0,1436000.0,6,2
9,egfet,36943168.01,34749392.0,563530.0,2113230.0,3.896e-05,0.9842,1.171,952.2,317.4,0.0,3092.0,3092.0,922700.0,6,2
10,egfet,36943168.01,34749392.0,563530.0,2113230.0,3.896e-05,0.9842,1.171,952.2,317.4,0.0,3092.0,3092.0,922700.0,6,2
11,egfet,36943168.01,34749392.0,563530.0,2113230.0,3.896e-05,0.9842,1.171,952.2,317.4,0.0,3092.0,3092.0,922700.0,6,2
-1,egfet,35597480.01,34656688.0,62595025.0,34656688.0,0.003802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3
0,egfet,35597480.01,34656688.0,2445310.0,5091522.0,0.0001228,0.984,0.7673,804.1,268.0,0.0,3992.0,3992.0,1483000.0,6,3
1,egfet,35597480.01,34656688.0,2445310.0,5091522.0,0.0001228,1.0,0.7969,820.6,273.5,10.0,4024.0,4014.0,1501000.0,6,3
2,egfet,35597480.01,34656688.0,1732120.0,2634408.75,9.263e-05,1.0,0.5942,688.1,229.4,8.0,3726.0,3718.0,1015000.0,6,3
3,egfet,35597480.01,34656688.0,627920.0,1205773.75,4.209e-05,1.0,0.6212,684.1,228.0,6.0,3598.0,3592.0,979500.0,6,3
4,egfet,35597480.01,34656688.0,627920.0,1205773.75,4.209e-05,1.0,0.976,756.8,252.3,8.0,3318.0,3310.0,680500.0,6,3
5,egfet,35597480.01,34656688.0,433500.0,2235340.0,3.821e-05,1.0,0.9609,1115.0,371.7,12.0,3740.0,3728.0,1402000.0,6,3
-1,egfet,35338564.01,35133808.0,73885156.0,35133808.0,0.004135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1
0,egfet,35338564.01,35133808.0,4114140.0,5624326.5,0.0001793,1.0,1.099,1134.0,377.9,6.0,3066.0,3060.0,567000.0,7,1
1,egfet,35338564.01,35133808.0,1975920.0,5580120.0,6.491e-05,1.0,1.048,1271.0,423.5,8.0,3326.0,3318.0,691200.0,7,1
2,egfet,35338564.01,35133808.0,685260.0,569809.0,3.022e-05,1.0,1.12,1334.0,444.8,28.0,3438.0,3410.0,736100.0,7,1
-1,egfet,35940212.01,34358764.0,77296629.0,34358764.0,0.004565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2
0,egfet,35940212.01,34358764.0,3212480.0,3514770.75,0.0002038,1.0,0.4284,737.3,245.8,6.0,2268.0,2262.0,282200.0,7,2
1,egfet,35940212.01,34358764.0,3212480.0,3514770.75,0.0002038,0.9922,0.6065,773.4,257.8,0.0,2624.0,2624.0,366100.0,7,2
2,egfet,35940212.01,34358764.0,1484260.0,1205773.75,9.464e-05,1.0,0.6101,775.0,258.3,10.0,2656.0,2646.0,370700.0,7,2
3,egfet,35940212.01,34358764.0,1975920.0,5580120.0,6.509e-05,1.0,0.8363,1050.0,349.9,10.0,3006.0,2996.0,530600.0,7,2
4,egfet,35940212.01,34358764.0,1712680.0,1205773.75,0.0001046,1.0,0.9724,1081.0,360.4,14.0,2912.0,2898.0,568100.0,7,2
5,egfet,35940212.01,34358764.0,1084760.0,1205773.75,6.239e-05,1.0,1.033,1113.0,371.0,4.0,3072.0,3068.0,616400.0,7,2
6,egfet,35940212.01,34358764.0,456840.0,569809.0,2.017e-05,1.0,1.041,1127.0,375.8,12.0,3186.0,3174.0,630700.0,7,2
7,egfet,35940212.01,34358764.0,685260.0,569809.0,3.025e-05,1.0,1.108,1306.0,435.2,20.0,3712.0,3692.0,847800.0,7,2
8,egfet,35940212.01,34358764.0,228420.0,569809.0,1.008e-05,1.0,2.169,1737.0,579.2,20.0,4222.0,4202.0,1245000.0,7,2
9,egfet,35940212.01,34358764.0,0.0,0.0,0.0,,,,,,,,,7,2
-1,egfet,39793336.01,39292308.0,78685045.0,39292308.0,0.004419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3
0,egfet,39793336.01,39292308.0,2695340.0,5843232.5,0.0001408,0.9921,1.3,1138.0,379.4,0.0,3146.0,3146.0,626500.0,7,3
1,egfet,39793336.01,39292308.0,3672930.0,6692962.0,0.0002219,1.0,1.411,1222.0,407.2,8.0,3664.0,3656.0,836900.0,7,3
2,egfet,39793336.01,39292308.0,3323260.0,5843232.5,0.0001784,1.0,2.542,1599.0,533.1,8.0,4386.0,4378.0,1405000.0,7,3
3,egfet,39793336.01,39292308.0,1104200.0,2040782.625,5.326e-05,1.0,2.502,1614.0,538.1,12.0,4130.0,4118.0,1305000.0,7,3
4,egfet,39793336.01,39292308.0,456840.0,569809.0,2.01e-05,1.0,2.514,1631.0,543.8,8.0,4062.0,4054.0,1336000.0,7,3
5,egfet,39793336.01,39292308.0,1020370.0,2113230.0,5.685e-05,1.0,2.541,1656.0,552.0,6.0,4122.0,4116.0,1478000.0,7,3
6,egfet,39793336.01,39292308.0,228420.0,569809.0,1.006e-05,1.0,2.636,1710.0,570.0,18.0,4062.0,4044.0,1441000.0,7,3
7,egfet,39793336.01,39292308.0,627920.0,1205773.75,4.004e-05,1.0,3.503,2659.0,886.2,8.0,7234.0,7226.0,4962000.0,7,3
8,egfet,39793336.01,39292308.0,228420.0,569809.0,1.004e-05,1.0,4.874,5574.0,1858.0,182.0,10960.0,10780.0,9843000.0,7,3
-1,egfet,38987976.01,38910952.0,94730706.0,38910952.0,0.005501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1
0,egfet,38987976.01,38910952.0,13310960.0,17892938.0,0.0006657,1.0,0.399,1321.0,440.4,2.0,4286.0,4284.0,923300.0,8,1
1,egfet,38987976.01,38910952.0,9089940.0,11060246.0,0.0004746,0.9961,0.6235,1464.0,488.1,0.0,5576.0,5576.0,1519000.0,8,1
2,egfet,38987976.01,38910952.0,4323280.0,6488229.0,0.0002321,0.9961,0.5736,1515.0,504.9,0.0,4040.0,4040.0,1034000.0,8,1
3,egfet,38987976.01,38910952.0,1499640.0,5624326.5,5.287e-05,1.0,0.5733,1518.0,505.9,6.0,4054.0,4048.0,1043000.0,8,1
4,egfet,38987976.01,38910952.0,563530.0,2113230.0,3.693e-05,0.996,0.5798,1531.0,510.2,0.0,4280.0,4280.0,1070000.0,8,1
5,egfet,38987976.01,38910952.0,1670720.0,6316944.0,6.902e-05,1.0,0.5803,1531.0,510.3,8.0,4280.0,4272.0,1071000.0,8,1
6,egfet,38987976.01,38910952.0,0.0,0.0,0.0,,,,,,,,,8,1
7,egfet,38987976.01,38910952.0,1670720.0,6316944.0,6.902e-05,1.0,2.44,3557.0,1186.0,8.0,8152.0,8144.0,4793000.0,8,1
8,egfet,38987976.01,38910952.0,627920.0,1205773.75,4.018e-05,1.0,2.44,3557.0,1186.0,12.0,8156.0,8144.0,4793000.0,8,1
9,egfet,38987976.01,38910952.0,0.0,0.0,0.0,,,,,,,,,8,1
10,egfet,38987976.01,38910952.0,0.0,0.0,0.0,,,,,,,,,8,1
-1,egfet,38497120.01,37279084.0,95510996.0,37279084.0,0.005529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2
0,egfet,38497120.01,37279084.0,19230540.0,20610334.0,0.001028,1.0,0.4083,694.7,231.6,4.0,2116.0,2112.0,237900.0,8,2
1,egfet,38497120.01,37279084.0,19269260.0,10332910.0,0.0009613,0.9962,0.3731,711.7,237.2,0.0,2632.0,2632.0,293000.0,8,2
2,egfet,38497120.01,37279084.0,4380620.0,12123620.0,0.0002214,1.0,1.327,2194.0,731.3,6.0,6232.0,6226.0,4030000.0,8,2
3,egfet,38497120.01,37279084.0,627920.0,1150710.0,4.1e-05,0.9962,1.577,2276.0,758.6,0.0,6408.0,6408.0,2525000.0,8,2
4,egfet,38497120.01,37279084.0,627920.0,1150710.0,4.1e-05,1.0,1.649,2361.0,787.0,8.0,7128.0,7120.0,3088000.0,8,2
5,egfet,38497120.01,37279084.0,627920.0,1150710.0,4.1e-05,0.9961,1.638,3301.0,1100.0,0.0,7512.0,7512.0,4291000.0,8,2
6,egfet,38497120.01,37279084.0,228420.0,569809.0,1.009e-05,1.0,3.163,3420.0,1140.0,26.0,8368.0,8342.0,5790000.0,8,2
7,egfet,38497120.01,37279084.0,228420.0,569809.0,1.009e-05,1.0,3.371,5072.0,1691.0,16.0,12580.0,12560.0,11240000.0,8,2
-1,egfet,41903136.01,41826408.0,93307810.0,41826408.0,0.004862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3
0,egfet,41903136.01,41826408.0,15522977.0,18379640.0,0.0007851,0.9961,0.3629,628.8,209.6,0.0,2030.0,2030.0,192500.0,8,3
1,egfet,41903136.01,41826408.0,12943740.0,11373239.0,0.000633,0.9961,0.3523,706.1,235.4,0.0,2206.0,2206.0,250900.0,8,3
2,egfet,41903136.01,41826408.0,11591960.0,11343031.0,0.0006017,0.9961,0.3564,715.4,238.5,0.0,2238.0,2238.0,257900.0,8,3
3,egfet,41903136.01,41826408.0,8485134.0,12879566.0,0.0003696,1.0,1.025,1188.0,396.1,2.0,3742.0,3740.0,740100.0,8,3
4,egfet,41903136.01,41826408.0,2543700.0,4441669.0,0.0001277,1.0,0.7863,1406.0,468.7,8.0,3622.0,3614.0,936900.0,8,3
5,egfet,41903136.01,41826408.0,3169700.0,4284870.0,0.0001832,1.0,1.377,1608.0,535.9,2.0,4606.0,4604.0,1201000.0,8,3
6,egfet,41903136.01,41826408.0,3398120.0,4960477.5,0.0001979,1.0,1.405,1640.0,546.8,16.0,4766.0,4750.0,1272000.0,8,3
7,egfet,41903136.01,41826408.0,476280.0,1276050.0,1.561e-05,1.0,0.8707,2184.0,727.9,20.0,6320.0,6300.0,2380000.0,8,3
8,egfet,41903136.01,41826408.0,661920.0,2235340.0,4.507e-05,1.0,1.535,2807.0,935.8,24.0,7230.0,7206.0,3367000.0,8,3
9,egfet,41903136.01,41826408.0,0.0,0.0,0.0,,,,,,,,,8,3
10,egfet,41903136.01,41826408.0,0.0,0.0,0.0,,,,,,,,,8,3
