gate,from,to,type,sense,delay_rise,delay_fall,trans_rise,trans_fall
U1,A1,Y,AO21x1_ASAP7_6t_R,positive_unate,23.7453,31.1893,13.8894,12.6065
U1,A2,Y,AO21x1_ASAP7_6t_R,positive_unate,22.7542,23.9004,13.6962,12.0351
U1,B,Y,AO21x1_ASAP7_6t_R,positive_unate,19.4637,25.1021,12.5603,12.1487
U1,B,Y,AO21x1_ASAP7_6t_R,positive_unate,18.7479,23.5268,12.3751,12.0216
U1,B,Y,AO21x1_ASAP7_6t_R,positive_unate,19.4637,25.1021,12.5603,12.1487
U1,B,Y,AO21x1_ASAP7_6t_R,positive_unate,19.2265,21.4669,12.3537,11.3454
U10,A,Y,INVx1_ASAP7_6t_R,negative_unate,7.11697,7.83808,7.62014,7.30654
U100,A,Y,NAND2xp5R_ASAP7_6t_R,negative_unate,12.3681,14.3163,14.7328,17.9383
U100,B,Y,NAND2xp5R_ASAP7_6t_R,negative_unate,14.6695,14.9475,15.8618,18.521
U101,A,Y,INVxp5_ASAP7_6t_R,negative_unate,12.9326,10.9794,14.7101,11.861
U102,A,Y,HB1x1_ASAP7_6t_R,positive_unate,25.0478,24.0658,13.2341,10.6219
U103,A1,Y,AO22x1_ASAP7_6t_R,positive_unate,24.3049,27.1647,14.2347,12.1149
U103,A1,Y,AO22x1_ASAP7_6t_R,positive_unate,23.2876,25.6379,13.8218,12.0034
U103,A1,Y,AO22x1_ASAP7_6t_R,positive_unate,24.3049,27.1647,14.2347,12.1149
U103,A1,Y,AO22x1_ASAP7_6t_R,positive_unate,24.0712,23.5215,13.8175,11.3485
U103,A2,Y,AO22x1_ASAP7_6t_R,positive_unate,31.319,29.6646,14.8307,12.2428
U103,A2,Y,AO22x1_ASAP7_6t_R,positive_unate,30.0592,27.9697,14.3434,12.183
U103,A2,Y,AO22x1_ASAP7_6t_R,positive_unate,31.319,29.6646,14.8307,12.2428
U103,A2,Y,AO22x1_ASAP7_6t_R,positive_unate,31.0195,26.4349,14.3161,11.6326
U103,B1,Y,AO22x1_ASAP7_6t_R,positive_unate,22.1837,25.7649,14.0229,12.1329
U103,B1,Y,AO22x1_ASAP7_6t_R,positive_unate,21.182,24.2864,13.5829,11.9996
U103,B1,Y,AO22x1_ASAP7_6t_R,positive_unate,22.1837,25.7649,14.0229,12.1329
U103,B1,Y,AO22x1_ASAP7_6t_R,positive_unate,21.1046,20.9328,13.5846,10.977
U103,B2,Y,AO22x1_ASAP7_6t_R,positive_unate,29.0198,29.8156,14.7416,12.3168
U103,B2,Y,AO22x1_ASAP7_6t_R,positive_unate,27.751,28.1358,14.2621,12.2389
U103,B2,Y,AO22x1_ASAP7_6t_R,positive_unate,29.0198,29.8156,14.7416,12.3168
U103,B2,Y,AO22x1_ASAP7_6t_R,positive_unate,27.6498,25.104,14.2739,11.3649
U104,A,Y,INVxp5_ASAP7_6t_R,negative_unate,11.5132,10.749,13.691,11.672
U105,A,Y,XNOR2xp5_ASAP7_6t_R,positive_unate,18.3324,22.9464,6.98015,10.0026
U105,A,Y,XNOR2xp5_ASAP7_6t_R,negative_unate,11.1781,9.00295,12.047,8.30789
U105,B,Y,XNOR2xp5_ASAP7_6t_R,positive_unate,17.6155,25.3484,6.81718,9.12702
U105,B,Y,XNOR2xp5_ASAP7_6t_R,negative_unate,11.9666,9.23634,12.3378,9.22636
U106,A,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,27.2065,25.7026,15.7969,19.7516
U106,A,Y,XNOR2xp5f_ASAP7_6t_R,negative_unate,22.9174,17.8094,30.0251,21.2232
U106,B,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,27.3172,27.999,15.8727,18.6981
U106,B,Y,XNOR2xp5f_ASAP7_6t_R,negative_unate,22.845,19.5662,30.0439,23.3401
U107,A,Y,AND2x2_ASAP7_6t_R,positive_unate,26.7256,33.0867,10.7701,10.692
U107,B,Y,AND2x2_ASAP7_6t_R,positive_unate,27.5053,30.0754,10.7773,10.4242
U108,A1,Y,OA22x1_ASAP7_6t_R,positive_unate,23.1179,25.2479,13.4938,12.056
U108,A1,Y,OA22x1_ASAP7_6t_R,positive_unate,20.4509,25.0033,12.8815,11.4883
U108,A1,Y,OA22x1_ASAP7_6t_R,positive_unate,23.1179,25.2479,13.4938,12.056
