gate,from,to,type,sense,delay_rise,delay_fall,trans_rise,trans_fall
U1000,A,ZN,XNOR2_X1,positive_unate,0.0112975,0.0111604,0.0109578,0.0113623
U1000,A,ZN,XNOR2_X1,negative_unate,0.0116741,0.00732857,0.0201394,0.0107729
U1000,B,ZN,XNOR2_X1,positive_unate,0.0121638,0.0120012,0.0109444,0.0105066
U1000,B,ZN,XNOR2_X1,negative_unate,0.0128372,0.00883988,0.0201179,0.0118108
U1001,A,ZN,XNOR2_X1,positive_unate,0.0110065,0.0104544,0.0104453,0.0107975
U1001,A,ZN,XNOR2_X1,negative_unate,0.0107899,0.00698563,0.0190335,0.0102017
U1001,B,ZN,XNOR2_X1,positive_unate,0.0107836,0.0108699,0.0104135,0.00994403
U1001,B,ZN,XNOR2_X1,negative_unate,0.0115732,0.00706753,0.0190031,0.0108339
U1002,A,ZN,XNOR2_X1,positive_unate,0.00936317,0.00866684,0.00699666,0.00698885
U1002,A,ZN,XNOR2_X1,negative_unate,0.00725744,0.00503365,0.0117162,0.00643399
U1002,B,ZN,XNOR2_X1,positive_unate,0.00922751,0.00916088,0.00697292,0.00612067
U1002,B,ZN,XNOR2_X1,negative_unate,0.00813906,0.00521508,0.0116628,0.00705223
U1003,A1,ZN,NAND2_X1,negative_unate,0.00244993,0.00258302,0.00261087,0.00312107
U1003,A2,ZN,NAND2_X1,negative_unate,0.00307811,0.00271092,0.00320845,0.0029458
U1004,A,ZN,XNOR2_X1,positive_unate,0.00925172,0.00789739,0.00489636,0.00463521
U1004,A,ZN,XNOR2_X1,negative_unate,0.00534192,0.00483506,0.00725377,0.00458481
U1004,B,ZN,XNOR2_X1,positive_unate,0.00903393,0.00737604,0.00487327,0.00376081
U1004,B,ZN,XNOR2_X1,negative_unate,0.00542228,0.00507124,0.00709545,0.00505041
U1005,A,ZN,XNOR2_X1,positive_unate,0.0104902,0.00935449,0.00703333,0.00698596
U1005,A,ZN,XNOR2_X1,negative_unate,0.00780997,0.00631155,0.0117956,0.00729433
U1005,B,ZN,XNOR2_X1,positive_unate,0.0116591,0.0105724,0.00706656,0.00611839
U1005,B,ZN,XNOR2_X1,negative_unate,0.00930876,0.00840185,0.0117255,0.00955277
U1006,A,ZN,XNOR2_X1,positive_unate,0.00833113,0.00739598,0.00598162,0.00589017
U1006,A,ZN,XNOR2_X1,negative_unate,0.00563185,0.00384582,0.00949878,0.00512334
U1006,B,ZN,XNOR2_X1,positive_unate,0.00765322,0.00677242,0.00594452,0.00501541
U1006,B,ZN,XNOR2_X1,negative_unate,0.00558917,0.00321612,0.00944734,0.00550066
U1007,A,ZN,XNOR2_X1,positive_unate,0.00833113,0.00739598,0.00598162,0.00589017
U1007,A,ZN,XNOR2_X1,negative_unate,0.00563185,0.00384582,0.00949878,0.00512334
U1007,B,ZN,XNOR2_X1,positive_unate,0.00765322,0.00677242,0.00594452,0.00501541
U1007,B,ZN,XNOR2_X1,negative_unate,0.00558917,0.00321612,0.00944734,0.00550066
U1008,A1,ZN,OAI22_X1,negative_unate,0.00880443,0.007037,0.0175099,0.00888586
U1008,A2,ZN,OAI22_X1,negative_unate,0.00988591,0.00815664,0.0174685,0.00977864
U1008,B1,ZN,OAI22_X1,negative_unate,0.0102629,0.00741644,0.0189245,0.00876708
U1008,B2,ZN,OAI22_X1,negative_unate,0.0111334,0.00826945,0.0189034,0.00955509
U1009,A,ZN,OAI21_X1,negative_unate,0.0059192,0.00660079,0.00679265,0.00645693
