CircuitName,Library,Synclk,Simclk,Area,Delay,Power,MED
add16u_067,variability14,1.065,1.065,1.277952,0.052,1.201e-06,0.000e+00
add16u_067,fdsoi28,1.43,1.43,4.788000,0.016,1.419e-07,0.000e+00
add16u_067,nangate45,2.0,2.0,4.788000,0.173,1.665e-06,0.000e+00
add16u_067,asap7,955,955,0.349920,62.061,2.540e-10,0.000e+00
add16u_067,saed14,1.065,1.065,2.086800,0.062,1.440e-07,0.000e+00
add16u_067,saed32,1.43,1.43,9.657472,0.055,2.667e-07,0.000e+00
