gate,from,to,type,sense,delay_rise,delay_fall,trans_rise,trans_fall
U1,A,Y,NOR2xp5_ASAP7_6t_R,negative_unate,18.3679,18.6176,23.8312,21.6596
U1,B,Y,NOR2xp5_ASAP7_6t_R,negative_unate,18.1619,18.1448,24.2379,20.2387
U10,A,Y,XOR2xp5r_ASAP7_6t_R,positive_unate,34.1969,31.1233,36.5965,17.4153
U10,A,Y,XOR2xp5r_ASAP7_6t_R,negative_unate,26.7049,26.6384,37.2576,32.572
U10,B,Y,XOR2xp5r_ASAP7_6t_R,positive_unate,35.009,31.3512,35.6161,17.3195
U10,B,Y,XOR2xp5r_ASAP7_6t_R,negative_unate,27.719,23.0263,38.9448,30.2414
U100,A,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,18.7853,18.6981,15.6417,20.4935
U100,A,Y,XNOR2xp5f_ASAP7_6t_R,negative_unate,15.2115,11.3692,28.0732,18.8289
U100,B,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,19.8641,19.1551,15.5675,19.3596
U100,B,Y,XNOR2xp5f_ASAP7_6t_R,negative_unate,15.4159,11.5281,28.0268,19.8975
U101,A,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,17.5996,17.3822,13.2447,17.6768
U101,A,Y,XNOR2xp5f_ASAP7_6t_R,negative_unate,12.9973,9.99664,23.2883,15.9368
U101,B,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,18.6493,17.7456,13.1715,16.5473
U101,B,Y,XNOR2xp5f_ASAP7_6t_R,negative_unate,13.1908,10.1646,23.225,17.0148
U102,A,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,18.7202,18.8836,15.5099,20.8907
U102,A,Y,XNOR2xp5f_ASAP7_6t_R,negative_unate,15.0898,11.5627,27.8102,19.2367
U102,B,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,19.7973,19.3539,15.4358,19.7562
U102,B,Y,XNOR2xp5f_ASAP7_6t_R,negative_unate,15.2936,11.7204,27.7629,20.304
U103,A,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,18.7853,18.6981,15.6417,20.4935
U103,A,Y,XNOR2xp5f_ASAP7_6t_R,negative_unate,15.2115,11.3692,28.0732,18.8289
U103,B,Y,XNOR2xp5f_ASAP7_6t_R,positive_unate,19.8641,19.1551,15.5675,19.3596
