gate,from,to,type,sense,delay_rise,delay_fall,trans_rise,trans_fall
U1,A1,ZN,NOR2_X1,negative_unate,0.020582,0.015237,0.0324533,0.0170579
U1,A2,ZN,NOR2_X1,negative_unate,0.0225861,0.0168753,0.0318114,0.0186588
U10,I,ZN,INV_X1,negative_unate,0.0130946,0.0106303,0.0152997,0.0121417
U100,A1,ZN,AOI21_X1,negative_unate,0.0190191,0.0182316,0.0247516,0.0211306
U100,A2,ZN,AOI21_X1,negative_unate,0.0180355,0.0157063,0.0258395,0.0174534
U100,B,ZN,AOI21_X1,negative_unate,0.0151697,0.0112741,0.0175111,0.0126323
U1000,A,CO,FA_X1,positive_unate,0.0410482,0.0395259,0.0214625,0.0192997
U1000,A,S,FA_X1,positive_unate,0.0380888,0.0476159,0.0164951,0.0189752
U1000,A,S,FA_X1,negative_unate,0.0561772,0.056423,0.0181751,0.0158798
U1000,B,CO,FA_X1,positive_unate,0.0373471,0.0393099,0.0221522,0.0193183
U1000,B,S,FA_X1,positive_unate,0.0363494,0.0474437,0.0160587,0.0189691
U1000,B,S,FA_X1,negative_unate,0.0553874,0.0544696,0.0176677,0.0162776
U1000,CI,CO,FA_X1,positive_unate,0.0371939,0.0359524,0.0232959,0.019138
U1000,CI,S,FA_X1,positive_unate,0.0335905,0.0420844,0.0168443,0.0189611
U1000,CI,S,FA_X1,negative_unate,0.0530843,0.054068,0.0162887,0.0162841
U1001,A1,ZN,NOR2_X2,negative_unate,0.0209745,0.0135644,0.0302367,0.0150306
U1001,A2,ZN,NOR2_X2,negative_unate,0.0223283,0.0152302,0.0288119,0.0166577
U1002,A1,ZN,NOR2_X2,negative_unate,0.0154324,0.0134821,0.0222828,0.0139746
U1002,A2,ZN,NOR2_X2,negative_unate,0.0180989,0.0151544,0.0215596,0.0153329
U1003,A1,ZN,NAND2_X1,negative_unate,0.015704,0.0236359,0.0214766,0.033467
U1003,A2,ZN,NAND2_X1,negative_unate,0.0165209,0.0242783,0.022862,0.0322272
U1004,A1,Z,OR2_X1,positive_unate,0.024143,0.0277033,0.00999768,0.0103782
U1004,A2,Z,OR2_X1,positive_unate,0.0258465,0.0287359,0.0098839,0.0101604
U1005,A,CO,FA_X1,positive_unate,0.0405324,0.0373752,0.0168259,0.015363
U1005,A,S,FA_X1,positive_unate,0.0400744,0.047471,0.0155867,0.0180787
U1005,A,S,FA_X1,negative_unate,0.0561515,0.0582238,0.0173197,0.0150105
U1005,B,CO,FA_X1,positive_unate,0.033699,0.0328448,0.0175183,0.0153661
U1005,B,S,FA_X1,positive_unate,0.0351266,0.0434328,0.015163,0.0181028
U1005,B,S,FA_X1,negative_unate,0.0510696,0.0532731,0.016799,0.0154033
U1005,CI,CO,FA_X1,positive_unate,0.0332088,0.031154,0.0187914,0.0151597
U1005,CI,S,FA_X1,positive_unate,0.0322049,0.0395678,0.0159542,0.018074
U1005,CI,S,FA_X1,negative_unate,0.0504727,0.0526131,0.0153938,0.0154087
U1006,A1,Z,XOR2_X1,positive_unate,0.0281206,0.0273211,0.0292977,0.0165952
U1006,A1,Z,XOR2_X1,negative_unate,0.0198755,0.0160831,0.0279641,0.0216359
U1006,A2,Z,XOR2_X1,positive_unate,0.029061,0.0284826,0.0261517,0.0163
U1006,A2,Z,XOR2_X1,negative_unate,0.0212917,0.0186367,0.0305098,0.0213477
U1007,A1,ZN,XNOR2_X1,positive_unate,0.0279043,0.0268906,0.017107,0.0222204
U1007,A1,ZN,XNOR2_X1,negative_unate,0.018893,0.0191277,0.0258433,0.0229676
U1007,A2,ZN,XNOR2_X1,positive_unate,0.0272327,0.0264129,0.0167902,0.0196479
