gate,from,to,type,sense,delay_rise,delay_fall,trans_rise,trans_fall
U1000,A1,ZN,NAND2_X1,negative_unate,0.00475357,0.00558076,0.00771723,0.00882914
U1000,A2,ZN,NAND2_X1,negative_unate,0.00732061,0.00767574,0.0088268,0.00962039
U1001,A1,ZN,NOR2_X1,negative_unate,0.00719275,0.00325034,0.0129511,0.0038018
U1001,A2,ZN,NOR2_X1,negative_unate,0.00966434,0.00589512,0.0130711,0.00581034
U1002,A1,ZN,NAND2_X2,negative_unate,0.00514155,0.00474617,0.00536603,0.0057903
U1002,A2,ZN,NAND2_X2,negative_unate,0.0035533,0.00374155,0.00475329,0.00482305
U1003,A,ZN,OAI21_X4,negative_unate,0.00493539,0.00474739,0.00615759,0.00484818
U1003,B1,ZN,OAI21_X4,negative_unate,0.00516074,0.00331572,0.00744552,0.00433389
U1003,B2,ZN,OAI21_X4,negative_unate,0.00482092,0.00374314,0.00680237,0.00476323
U1004,A1,ZN,NAND2_X2,negative_unate,0.00302353,0.00366421,0.00359139,0.00449461
U1004,A2,ZN,NAND2_X2,negative_unate,0.0034954,0.00383157,0.00404479,0.00415211
U1005,A1,ZN,NAND2_X2,negative_unate,0.00401277,0.00513386,0.00538851,0.00663949
U1005,A2,ZN,NAND2_X2,negative_unate,0.00618604,0.00525629,0.00650331,0.00622599
U1006,A,ZN,AOI21_X2,negative_unate,0.0074285,0.00539384,0.00797758,0.00475021
U1006,B1,ZN,AOI21_X2,negative_unate,0.00426665,0.0027392,0.00738984,0.00389139
U1006,B2,ZN,AOI21_X2,negative_unate,0.00605603,0.00394882,0.00880263,0.00419113
U1007,A,ZN,OAI211_X1,negative_unate,0.00227366,0.00361121,0.00284302,0.00335175
U1007,B,ZN,OAI211_X1,negative_unate,0.00274461,0.00464932,0.00351339,0.00340808
U1007,C1,ZN,OAI211_X1,negative_unate,0.00274962,0.00274565,0.00242442,0.00234002
U1007,C2,ZN,OAI211_X1,negative_unate,0.00307432,0.00287359,0.00234666,0.00331602
U1008,A1,ZN,NAND2_X1,negative_unate,0.00248282,0.00247508,0.00260483,0.00305324
U1008,A2,ZN,NAND2_X1,negative_unate,0.00246377,0.00266061,0.00298008,0.00290834
U1009,A1,ZN,NAND2_X2,negative_unate,0.00321213,0.00261274,0.00317403,0.00325171
U1009,A2,ZN,NAND2_X2,negative_unate,0.00304836,0.00282892,0.00325761,0.00304361
U1010,A1,ZN,NAND3_X2,negative_unate,0.00351839,0.00447746,0.004512,0.00758612
U1010,A2,ZN,NAND3_X2,negative_unate,0.00733152,0.00603149,0.00728136,0.00787593
U1010,A3,ZN,NAND3_X2,negative_unate,0.00663682,0.00579653,0.00648527,0.00751436
U1011,A1,ZN,NOR3_X2,negative_unate,0.00298814,0.0016188,0.00670472,0.00131151
U1011,A2,ZN,NOR3_X2,negative_unate,0.00602082,0.00417181,0.00716553,0.00348572
U1011,A3,ZN,NOR3_X2,negative_unate,0.00670362,0.00433979,0.00691493,0.00378424
U1012,A,ZN,INV_X1,negative_unate,0.00231889,0.00265615,0.0025478,0.00216893
U1013,A1,ZN,OAI22_X2,negative_unate,0.00720912,0.00571398,0.0147867,0.007472
U1013,A2,ZN,OAI22_X2,negative_unate,0.0103608,0.0101679,0.0154973,0.0112523
U1013,B1,ZN,OAI22_X2,negative_unate,0.00998416,0.00792442,0.0164286,0.00850222
U1013,B2,ZN,OAI22_X2,negative_unate,0.0104453,0.00839633,0.0162081,0.00890566
U1014,A,ZN,XNOR2_X2,positive_unate,0.00916286,0.00856869,0.00669003,0.00670302
U1014,A,ZN,XNOR2_X2,negative_unate,0.00716893,0.00502118,0.0112965,0.00643563
U1014,B,ZN,XNOR2_X2,positive_unate,0.0104186,0.00951945,0.0067198,0.0058157
U1014,B,ZN,XNOR2_X2,negative_unate,0.00851491,0.00721502,0.0112261,0.00840803
U1015,A,ZN,XNOR2_X2,positive_unate,0.00966853,0.00901898,0.00479507,0.00454349
U1015,A,ZN,XNOR2_X2,negative_unate,0.00636858,0.00512938,0.00785173,0.00602505
U1015,B,ZN,XNOR2_X2,positive_unate,0.009,0.00858201,0.00472953,0.00362604
U1015,B,ZN,XNOR2_X2,negative_unate,0.00655004,0.00554683,0.00709973,0.00562277
U1016,A1,ZN,NOR2_X1,negative_unate,0.00513066,0.0040547,0.00608552,0.003063
U1016,A2,ZN,NOR2_X1,negative_unate,0.00537097,0.00307017,0.00575581,0.00250294
U1017,A1,ZN,NAND2_X2,negative_unate,0.00483649,0.00517546,0.00563949,0.00649475
U1017,A2,ZN,NAND2_X2,negative_unate,0.00515302,0.00432398,0.00590587,0.00561983
U1018,A1,ZN,NOR2_X4,negative_unate,0.00416668,0.00206271,0.00643613,0.00223023
U1018,A2,ZN,NOR2_X4,negative_unate,0.00491719,0.0024894,0.00622262,0.00259361
U1019,A1,ZN,NAND2_X4,negative_unate,0.00349677,0.00333085,0.00449087,0.00484392
U1019,A2,ZN,NAND2_X4,negative_unate,0.00408582,0.00350119,0.00485702,0.00458401
U1020,A,ZN,INV_X2,negative_unate,0.00360227,0.00257848,0.00460397,0.00301878
U1021,A,ZN,INV_X1,negative_unate,0.00288795,0.00264389,0.00277491,0.00215725
U1022,A1,ZN,NOR2_X1,negative_unate,0.00366136,0.00230633,0.00567841,0.00187901
U1022,A2,ZN,NOR2_X1,negative_unate,0.00665546,0.00534011,0.00605438,0.00476348
U1023,A,ZN,AOI211_X1,negative_unate,0.00801854,0.00506161,0.0109314,0.00382909
U1023,B,ZN,AOI211_X1,negative_unate,0.0072434,0.00488516,0.0110159,0.00331985
U1023,C1,ZN,AOI211_X1,negative_unate,0.0056368,0.00448668,0.0099911,0.00373072
U1023,C2,ZN,AOI211_X1,negative_unate,0.0072364,0.0032754,0.0119074,0.00315433
U1024,A1,ZN,NOR2_X1,negative_unate,0.00369642,0.00231618,0.00575044,0.0018983
U1024,A2,ZN,NOR2_X1,negative_unate,0.00724967,0.00550011,0.00652477,0.00502177
