gate,from,to,type,sense,delay_rise,delay_fall,trans_rise,trans_fall
U1000,A1,ZN,NAND2_X1,negative_unate,0.00910008,0.0129268,0.0102025,0.0161559
U1000,A2,ZN,NAND2_X1,negative_unate,0.0119394,0.0153626,0.0130381,0.0153541
U1001,A1,ZN,NOR2_X1,negative_unate,0.0229488,0.0149583,0.0386909,0.0184331
U1001,A2,ZN,NOR2_X1,negative_unate,0.0258268,0.0136913,0.0385273,0.018606
U1002,A1,ZN,NOR2_X1,negative_unate,0.021912,0.0151309,0.0330631,0.0169663
U1002,A2,ZN,NOR2_X1,negative_unate,0.0227352,0.0139034,0.0317647,0.0167841
U1003,I,Z,CLKBUF_X2,positive_unate,0.0271953,0.0275648,0.0303391,0.0294775
U1004,A1,ZN,OAI21_X1,negative_unate,0.0244811,0.0206978,0.0428267,0.0345444
U1004,A2,ZN,OAI21_X1,negative_unate,0.0277282,0.0241578,0.0429443,0.03782
U1004,B,ZN,OAI21_X1,negative_unate,0.0194148,0.0273701,0.0295844,0.0373714
U1005,I,ZN,INV_X1,negative_unate,0.0114622,0.0112403,0.0139325,0.0126407
U1006,A1,ZN,NAND2_X1,negative_unate,0.0120498,0.0199145,0.0144192,0.0239491
U1006,A2,ZN,NAND2_X1,negative_unate,0.015273,0.0193654,0.0172594,0.0210478
U1007,A1,ZN,NAND2_X1,negative_unate,0.0122688,0.0174022,0.0167928,0.0260815
U1007,A2,ZN,NAND2_X1,negative_unate,0.0155967,0.0219418,0.0197116,0.0265074
U1008,A1,ZN,AOI21_X1,negative_unate,0.0179263,0.0165192,0.0291028,0.0234496
U1008,A2,ZN,AOI21_X1,negative_unate,0.020136,0.0191887,0.0323586,0.0233035
U1008,B,ZN,AOI21_X1,negative_unate,0.018421,0.0147338,0.023056,0.0167391
U1009,A1,ZN,NAND2_X1,negative_unate,0.0105778,0.0144036,0.0126329,0.0192659
U1009,A2,ZN,NAND2_X1,negative_unate,0.0175882,0.0193707,0.018253,0.0196735
