gate,from,to,type,sense,delay_rise,delay_fall,trans_rise,trans_fall
U10,A,Y,INVX1,negative_unate,-990764,715951,342090,10454.5
U100,A1,Y,NAND2X1,negative_unate,913219,798828,571735,350612
U100,A2,Y,NAND2X1,negative_unate,1.27965e+06,1.04775e+06,1.34074e+06,420953
U11,A1,Y,NOR2X1,negative_unate,1.62164e+06,911968,1.53207e+06,373933
U11,A2,Y,NOR2X1,negative_unate,1.63308e+06,1.01782e+06,1.52674e+06,371452
U12,A,Y,INVX1,negative_unate,245170,1.21775e+06,964792,61197.5
U13,A1,Y,NAND2X1,negative_unate,1.33957e+06,929313,1.11725e+06,400598
U13,A2,Y,NAND2X1,negative_unate,1.74682e+06,1.21655e+06,1.87139e+06,480144
U14,A1,Y,XOR2X1,positive_unate,2.69711e+06,3.24144e+06,1.2623e+06,1.13867e+06
U14,A1,Y,XOR2X1,negative_unate,5.37212e+06,4.8246e+06,1.96403e+06,1.02201e+06
U14,A2,Y,XOR2X1,positive_unate,2.72226e+06,3.19184e+06,1.85746e+06,934805
U14,A2,Y,XOR2X1,negative_unate,5.93799e+06,4.69622e+06,1.44877e+06,1.0887e+06
U15,A,Y,INVX1,negative_unate,-2.08998e+06,1.27005e+06,331251,2159.57
U16,A1,Y,XNOR2X1,positive_unate,5.60686e+06,5.79183e+06,662836,702827
U16,A1,Y,XNOR2X1,negative_unate,3.9736e+06,3.17488e+06,669802,556319
U16,A2,Y,XNOR2X1,positive_unate,5.42673e+06,6.39792e+06,666653,590957
U16,A2,Y,XNOR2X1,negative_unate,3.89111e+06,3.21949e+06,644313,694119
U17,A1,Y,NAND2X1,negative_unate,917975,802437,578721,352536
U17,A2,Y,NAND2X1,negative_unate,1.28204e+06,1.0272e+06,1.34096e+06,398348
U18,A1,Y,AND2X1,positive_unate,1.32269e+06,1.86475e+06,671390,538321
U18,A2,Y,AND2X1,positive_unate,2.41762e+06,2.24278e+06,387219,730492
U19,A1,Y,NAND2X1,negative_unate,929137,806004,592459,354204
U19,A2,Y,NAND2X1,negative_unate,1.29391e+06,1.03197e+06,1.35456e+06,400405
U20,A1,Y,NAND2X1,negative_unate,930332,804547,592398,353349
U20,A2,Y,NAND2X1,negative_unate,1.29735e+06,1.0542e+06,1.36085e+06,423216
U21,A1,Y,NAND2X1,negative_unate,905430,851116,600872,380430
U21,A2,Y,NAND2X1,negative_unate,1.30353e+06,1.05705e+06,1.36828e+06,424519
U22,A1,Y,AND2X1,positive_unate,1.85977e+06,2.0503e+06,962595,582853
U22,A2,Y,AND2X1,positive_unate,2.1979e+06,2.45762e+06,1.05662e+06,754493
U23,A,Y,INVX1,negative_unate,-1.19023e+06,707965,340083,10570.8
U24,A1,Y,AND2X1,positive_unate,1.83514e+06,2.05166e+06,922363,582276
U24,A2,Y,AND2X1,positive_unate,2.20711e+06,2.45843e+06,1.05182e+06,752365
U25,A,Y,INVX1,negative_unate,-1.18521e+06,704991,340160,10617.7
U26,A1,Y,AND2X1,positive_unate,1.88239e+06,2.03469e+06,999553,589519
U26,A2,Y,AND2X1,positive_unate,2.18387e+06,2.45609e+06,1.06399e+06,758720
U27,A,Y,INVX1,negative_unate,-1.20009e+06,712532,340014,10504.9
U28,A1,Y,AND2X1,positive_unate,1.81837e+06,2.04414e+06,894965,585482
U28,A2,Y,AND2X1,positive_unate,2.16095e+06,2.44113e+06,1.07605e+06,800029
U29,A,Y,INVX1,negative_unate,-1.29684e+06,719998,339065,10393.1
U30,A1,Y,AND2X1,positive_unate,1.90257e+06,2.0349e+06,1.03332e+06,589121
U30,A2,Y,AND2X1,positive_unate,2.20711e+06,2.45843e+06,1.05182e+06,752365
U31,A,Y,INVX1,negative_unate,-1.17299e+06,705216,348139,11229.6
U32,A1,Y,NAND2X1,negative_unate,886083,848612,580301,379986
U32,A2,Y,NAND2X1,negative_unate,1.28828e+06,1.05364e+06,1.35671e+06,424751
U33,A1,Y,NAND2X1,negative_unate,891953,849376,587216,380071
U33,A2,Y,NAND2X1,negative_unate,1.29156e+06,1.05215e+06,1.35433e+06,422532
U34,A1,Y,NAND2X1,negative_unate,886043,848923,580311,380171
U34,A2,Y,NAND2X1,negative_unate,1.28579e+06,1.0506e+06,1.34816e+06,422272
U35,A1,Y,NAND2X1,negative_unate,890176,875560,587167,395555
U35,A2,Y,NAND2X1,negative_unate,1.29161e+06,1.05272e+06,1.35476e+06,423012
U36,A,Y,INVX1,negative_unate,595479,54758.4,380474,21656.5
U37,A1,Y,NOR2X1,negative_unate,1.2224e+06,349142,1.10365e+06,395269
U37,A2,Y,NOR2X1,negative_unate,1.22252e+06,346737,1.10392e+06,395639
U38,A1,Y,OR2X1,positive_unate,1.88306e+06,2.0762e+06,391026,589486
U38,A2,Y,OR2X1,positive_unate,1.70138e+06,2.08167e+06,422129,593152
U39,A1,Y,NAND2X1,negative_unate,903511,851459,600950,380617
U39,A2,Y,NAND2X1,negative_unate,1.30335e+06,1.05645e+06,1.36772e+06,424034
U40,A1,Y,AND2X1,positive_unate,1.81822e+06,2.04419e+06,894721,585460
U40,A2,Y,AND2X1,positive_unate,2.19809e+06,2.45764e+06,1.05652e+06,754446
U41,A,Y,INVX1,negative_unate,-1.19008e+06,707902,340112,10574.1
U42,A1,Y,AND2X1,positive_unate,1.8293e+06,2.04666e+06,889330,585919
U42,A2,Y,AND2X1,positive_unate,2.16876e+06,2.44449e+06,1.07841e+06,799083
